id_klienta,imie,nazwisko,email,data_rejestracji,miasto,kraj,segment,dni_od_rejestracji
K000505,Michał,Nowak,user505@example.com,2022-10-02 22:55:08.108108108,Kraków,Polska,Standard,269
K000506,Jan,Wiśniewski,user506@example.com,2022-10-03 12:00:43.243243244,Warszawa,Polska,Standard,268
K000507,Magdalena,Wiśniewski,user507@example.com,2022-10-04 01:06:18.378378376,Gdańsk,Polska,Standard,267
K000508,Piotr,Lewandowski,user508@example.com,2022-10-04 14:11:53.513513512,Warszawa,Polska,Standard,267
K000509,Magdalena,Dąbrowski,user509@example.com,2022-10-05 03:17:28.648648648,Poznań,Polska,Premium,266
K000510,Anna,Wiśniewski,user510@example.com,2022-10-05 16:23:03.783783784,Kraków,Polska,Premium,266
K000511,Jan,Wójcik,user511@example.com,2022-10-06 05:28:38.918918916,Wrocław,Polska,Standard,265
K000512,Anna,Nowak,user512@example.com,2022-10-06 18:34:14.054054052,Kraków,Polska,Premium,265
K000513,Michał,Wójcik,user513@example.com,2022-10-07 07:39:49.189189188,Poznań,Polska,Standard,264
K000514,Katarzyna,Wójcik,user514@example.com,2022-10-07 20:45:24.324324324,Kraków,Polska,Premium,264
K000515,Anna,Kamiński,user515@example.com,2022-10-08 09:50:59.459459460,Szczecin,Polska,Premium,263
K000516,Piotr,Kamiński,user516@example.com,2022-10-08 22:56:34.594594592,Kraków,Polska,Standard,263
K000517,Magdalena,Nowak,user517@example.com,2022-10-09 12:02:09.729729728,Poznań,Polska,Premium,262
K000518,Katarzyna,Wójcik,user518@example.com,2022-10-10 01:07:44.864864864,Łódź,Polska,Standard,261
K000519,Magdalena,Wiśniewski,user519@example.com,2022-10-10 14:13:20.000000000,Szczecin,Polska,Standard,261
K000520,Anna,Dąbrowski,user520@example.com,2022-10-11 03:18:55.135135132,Kraków,Polska,Premium,260
K000521,Magdalena,Nowak,user521@example.com,2022-10-11 16:24:30.270270268,Gdańsk,Polska,Standard,260
K000522,Michał,Lewandowski,user522@example.com,2022-10-12 05:30:05.405405404,Gdańsk,Polska,Standard,259
K000523,Katarzyna,Wójcik,user523@example.com,2022-10-12 18:35:40.540540540,Kraków,Polska,Standard,259
K000524,Michał,Nowak,user524@example.com,2022-10-13 07:41:15.675675676,Łódź,Polska,Premium,258
K000525,Anna,Kowalski,user525@example.com,2022-10-13 20:46:50.810810808,Wrocław,Polska,Standard,258
K000526,Michał,Kowalski,user526@example.com,2022-10-14 09:52:25.945945944,Poznań,Polska,Standard,257
K000527,Piotr,Kamiński,user527@example.com,2022-10-14 22:58:01.081081080,Gdańsk,Polska,Premium,257
K000528,Anna,Dąbrowski,user528@example.com,2022-10-15 12:03:36.216216216,Wrocław,Polska,Premium,256
K000529,Anna,Wiśniewski,user529@example.com,2022-10-16 01:09:11.351351352,Kraków,Polska,Standard,255
K000530,Anna,Dąbrowski,user530@example.com,2022-10-16 14:14:46.486486484,Wrocław,Polska,Standard,255
K000531,Jan,Dąbrowski,user531@example.com,2022-10-17 03:20:21.621621620,Szczecin,Polska,Standard,254
K000532,Magdalena,Dąbrowski,user532@example.com,2022-10-17 16:25:56.756756756,Warszawa,Polska,Standard,254
K000533,Jan,Dąbrowski,user533@example.com,2022-10-18 05:31:31.891891892,Gdańsk,Polska,Standard,253
K000534,Jan,Lewandowski,user534@example.com,2022-10-18 18:37:07.027027024,Kraków,Polska,Premium,253
K000535,Piotr,Lewandowski,user535@example.com,2022-10-19 07:42:42.162162160,Poznań,Polska,Standard,252
K000536,Katarzyna,Kamiński,user536@example.com,2022-10-19 20:48:17.297297296,Łódź,Polska,Standard,252
K000537,Magdalena,Nowak,user537@example.com,2022-10-20 09:53:52.432432432,Szczecin,Polska,Standard,251
K000538,Michał,Kowalski,user538@example.com,2022-10-20 22:59:27.567567568,Kraków,Polska,Premium,251
K000539,Tomasz,Dąbrowski,user539@example.com,2022-10-21 12:05:02.702702700,Poznań,Polska,Standard,250
K000540,Anna,Kamiński,user540@example.com,2022-10-22 01:10:37.837837836,Łódź,Polska,VIP,249
K000541,Michał,Nowak,user541@example.com,2022-10-22 14:16:12.972972972,Łódź,Polska,Standard,249
K000542,Anna,Kowalski,user542@example.com,2022-10-23 03:21:48.108108108,Kraków,Polska,Standard,248
K000543,Piotr,Wójcik,user543@example.com,2022-10-23 16:27:23.243243240,Szczecin,Polska,Standard,248
K000544,Anna,Wiśniewski,user544@example.com,2022-10-24 05:32:58.378378376,Wrocław,Polska,Standard,247
K000545,Jan,Lewandowski,user545@example.com,2022-10-24 18:38:33.513513512,Wrocław,Polska,Standard,247
K000546,Magdalena,Wójcik,user546@example.com,2022-10-25 07:44:08.648648648,Łódź,Polska,Standard,246
K000547,Tomasz,Kowalski,user547@example.com,2022-10-25 20:49:43.783783784,Wrocław,Polska,Standard,246
K000548,Maria,Wójcik,user548@example.com,2022-10-26 09:55:18.918918916,Warszawa,Polska,Premium,245
K000549,Anna,Wiśniewski,user549@example.com,2022-10-26 23:00:54.054054052,Łódź,Polska,Standard,245
K000550,Michał,Kamiński,user550@example.com,2022-10-27 12:06:29.189189188,Łódź,Polska,Premium,244
K000551,Jan,Kowalski,user551@example.com,2022-10-28 01:12:04.324324324,Poznań,Polska,Standard,243
K000552,Maria,Wójcik,user552@example.com,2022-10-28 14:17:39.459459460,Wrocław,Polska,Standard,243
K000553,Tomasz,Lewandowski,user553@example.com,2022-10-29 03:23:14.594594592,Szczecin,Polska,Standard,242
K000554,Maria,Lewandowski,user554@example.com,2022-10-29 16:28:49.729729728,Łódź,Polska,Standard,242
K000555,Jan,Nowak,user555@example.com,2022-10-30 05:34:24.864864864,Szczecin,Polska,Standard,241
K000556,Magdalena,Wójcik,user556@example.com,2022-10-30 18:40:00.000000000,Warszawa,Polska,Standard,241
K000557,Magdalena,Dąbrowski,user557@example.com,2022-10-31 07:45:35.135135132,Poznań,Polska,Standard,240
K000558,Katarzyna,Wójcik,user558@example.com,2022-10-31 20:51:10.270270268,Kraków,Polska,Standard,240
K000559,Magdalena,Kamiński,user559@example.com,2022-11-01 09:56:45.405405404,Szczecin,Polska,Standard,239
K000560,Katarzyna,Kowalski,user560@example.com,2022-11-01 23:02:20.540540540,Łódź,Polska,VIP,239
K000561,Maria,Kowalski,user561@example.com,2022-11-02 12:07:55.675675676,Warszawa,Polska,Premium,238
K000562,Piotr,Kamiński,user562@example.com,2022-11-03 01:13:30.810810808,Gdańsk,Polska,Premium,237
K000563,Michał,Wójcik,user563@example.com,2022-11-03 14:19:05.945945944,Warszawa,Polska,Premium,237
K000564,Michał,Kamiński,user564@example.com,2022-11-04 03:24:41.081081080,Warszawa,Polska,Standard,236
K000565,Maria,Wiśniewski,user565@example.com,2022-11-04 16:30:16.216216216,Poznań,Polska,Standard,236
K000566,Anna,Kamiński,user566@example.com,2022-11-05 05:35:51.351351352,Kraków,Polska,VIP,235
K000567,Anna,Lewandowski,user567@example.com,2022-11-05 18:41:26.486486484,Gdańsk,Polska,Standard,235
K000568,Magdalena,Kamiński,user568@example.com,2022-11-06 07:47:01.621621620,Wrocław,Polska,Standard,234
K000569,Michał,Kowalski,user569@example.com,2022-11-06 20:52:36.756756756,Wrocław,Polska,Standard,234
K000570,Michał,Lewandowski,user570@example.com,2022-11-07 09:58:11.891891892,Szczecin,Polska,Standard,233
K000571,Katarzyna,Kowalski,user571@example.com,2022-11-07 23:03:47.027027024,Warszawa,Polska,Standard,233
K000572,Piotr,Nowak,user572@example.com,2022-11-08 12:09:22.162162160,Poznań,Polska,Premium,232
K000573,Jan,Dąbrowski,user573@example.com,2022-11-09 01:14:57.297297296,Poznań,Polska,Standard,231
K000574,Anna,Kowalski,user574@example.com,2022-11-09 14:20:32.432432432,Wrocław,Polska,Standard,231
K000575,Michał,Lewandowski,user575@example.com,2022-11-10 03:26:07.567567568,Szczecin,Polska,VIP,230
K000576,Katarzyna,Nowak,user576@example.com,2022-11-10 16:31:42.702702700,Szczecin,Polska,Standard,230
K000577,Tomasz,Kowalski,user577@example.com,2022-11-11 05:37:17.837837836,Szczecin,Polska,Standard,229
K000578,Katarzyna,Wiśniewski,user578@example.com,2022-11-11 18:42:52.972972972,Gdańsk,Polska,Standard,229
K000579,Anna,Kamiński,user579@example.com,2022-11-12 07:48:28.108108108,Kraków,Polska,Premium,228
K000580,Anna,Dąbrowski,user580@example.com,2022-11-12 20:54:03.243243240,Gdańsk,Polska,VIP,228
K000581,Katarzyna,Kowalski,user581@example.com,2022-11-13 09:59:38.378378376,Łódź,Polska,Standard,227
K000582,Jan,Nowak,user582@example.com,2022-11-13 23:05:13.513513512,Łódź,Polska,Premium,227
K000583,Maria,Wiśniewski,user583@example.com,2022-11-14 12:10:48.648648648,Kraków,Polska,Standard,226
K000584,Anna,Wójcik,user584@example.com,2022-11-15 01:16:23.783783784,Wrocław,Polska,VIP,225
K000585,Katarzyna,Nowak,user585@example.com,2022-11-15 14:21:58.918918916,Kraków,Polska,Premium,225
K000586,Michał,Kamiński,user586@example.com,2022-11-16 03:27:34.054054052,Poznań,Polska,Premium,224
K000587,Katarzyna,Nowak,user587@example.com,2022-11-16 16:33:09.189189188,Łódź,Polska,Standard,224
K000588,Piotr,Wiśniewski,user588@example.com,2022-11-17 05:38:44.324324324,Warszawa,Polska,VIP,223
K000589,Maria,Nowak,user589@example.com,2022-11-17 18:44:19.459459460,Warszawa,Polska,Premium,223
K000590,Tomasz,Wiśniewski,user590@example.com,2022-11-18 07:49:54.594594592,Wrocław,Polska,Standard,222
K000591,Jan,Kowalski,user591@example.com,2022-11-18 20:55:29.729729728,Poznań,Polska,Premium,222
K000592,Magdalena,Wiśniewski,user592@example.com,2022-11-19 10:01:04.864864864,Gdańsk,Polska,Standard,221
K000593,Tomasz,Wiśniewski,user593@example.com,2022-11-19 23:06:40.000000000,Poznań,Polska,Premium,221
K000594,Maria,Dąbrowski,user594@example.com,2022-11-20 12:12:15.135135132,Warszawa,Polska,Standard,220
K000595,Maria,Wiśniewski,user595@example.com,2022-11-21 01:17:50.270270268,Warszawa,Polska,Premium,219
K000596,Maria,Wiśniewski,user596@example.com,2022-11-21 14:23:25.405405404,Łódź,Polska,Standard,219
K000597,Tomasz,Wójcik,user597@example.com,2022-11-22 03:29:00.540540540,Poznań,Polska,Standard,218
K000598,Michał,Kowalski,user598@example.com,2022-11-22 16:34:35.675675676,Poznań,Polska,Standard,218
K000599,Maria,Kamiński,user599@example.com,2022-11-23 05:40:10.810810808,Warszawa,Polska,Standard,217
K000600,Katarzyna,Dąbrowski,user600@example.com,2022-11-23 18:45:45.945945944,Gdańsk,Polska,Standard,217
K000601,Tomasz,Wójcik,user601@example.com,2022-11-24 07:51:21.081081080,Wrocław,Polska,Standard,216
K000602,Magdalena,Lewandowski,user602@example.com,2022-11-24 20:56:56.216216216,Szczecin,Polska,Standard,216
K000603,Maria,Kowalski,user603@example.com,2022-11-25 10:02:31.351351348,Wrocław,Polska,Standard,215
K000604,Katarzyna,Kowalski,user604@example.com,2022-11-25 23:08:06.486486484,Poznań,Polska,Standard,215
K000605,Michał,Lewandowski,user605@example.com,2022-11-26 12:13:41.621621620,Wrocław,Polska,Premium,214
K000606,Piotr,Kamiński,user606@example.com,2022-11-27 01:19:16.756756756,Warszawa,Polska,Standard,213
K000607,Michał,Wiśniewski,user607@example.com,2022-11-27 14:24:51.891891892,Warszawa,Polska,VIP,213
K000608,Magdalena,Wójcik,user608@example.com,2022-11-28 03:30:27.027027024,Poznań,Polska,Premium,212
K000609,Maria,Nowak,user609@example.com,2022-11-28 16:36:02.162162160,Poznań,Polska,Standard,212
K000610,Magdalena,Dąbrowski,user610@example.com,2022-11-29 05:41:37.297297296,Szczecin,Polska,Standard,211
K000611,Tomasz,Nowak,user611@example.com,2022-11-29 18:47:12.432432432,Szczecin,Polska,Premium,211
K000612,Anna,Lewandowski,user612@example.com,2022-11-30 07:52:47.567567568,Łódź,Polska,Standard,210
K000613,Maria,Kowalski,user613@example.com,2022-11-30 20:58:22.702702700,Poznań,Polska,Standard,210
K000614,Anna,Kamiński,user614@example.com,2022-12-01 10:03:57.837837836,Gdańsk,Polska,Standard,209
K000615,Katarzyna,Kowalski,user615@example.com,2022-12-01 23:09:32.972972972,Wrocław,Polska,Premium,209
K000616,Piotr,Dąbrowski,user616@example.com,2022-12-02 12:15:08.108108108,Poznań,Polska,Standard,208
K000617,Jan,Kowalski,user617@example.com,2022-12-03 01:20:43.243243240,Kraków,Polska,Standard,207
K000618,Magdalena,Kowalski,user618@example.com,2022-12-03 14:26:18.378378376,Łódź,Polska,VIP,207
K000619,Michał,Dąbrowski,user619@example.com,2022-12-04 03:31:53.513513512,Kraków,Polska,Premium,206
K000620,Piotr,Wójcik,user620@example.com,2022-12-04 16:37:28.648648648,Warszawa,Polska,Standard,206
K000621,Maria,Wójcik,user621@example.com,2022-12-05 05:43:03.783783784,Szczecin,Polska,Standard,205
K000622,Anna,Dąbrowski,user622@example.com,2022-12-05 18:48:38.918918916,Wrocław,Polska,Premium,205
K000623,Michał,Kamiński,user623@example.com,2022-12-06 07:54:14.054054052,Poznań,Polska,Standard,204
K000624,Anna,Lewandowski,user624@example.com,2022-12-06 20:59:49.189189188,Kraków,Polska,Standard,204
K000625,Tomasz,Kowalski,user625@example.com,2022-12-07 10:05:24.324324324,Wrocław,Polska,Standard,203
K000626,Anna,Kamiński,user626@example.com,2022-12-07 23:10:59.459459460,Warszawa,Polska,VIP,203
K000627,Tomasz,Kowalski,user627@example.com,2022-12-08 12:16:34.594594592,Szczecin,Polska,Standard,202
K000628,Katarzyna,Lewandowski,user628@example.com,2022-12-09 01:22:09.729729728,Gdańsk,Polska,Premium,201
K000629,Michał,Wójcik,user629@example.com,2022-12-09 14:27:44.864864864,Łódź,Polska,Premium,201
K000630,Michał,Kamiński,user630@example.com,2022-12-10 03:33:20.000000000,Wrocław,Polska,Standard,200
K000631,Jan,Wiśniewski,user631@example.com,2022-12-10 16:38:55.135135132,Wrocław,Polska,Standard,200
K000632,Maria,Wiśniewski,user632@example.com,2022-12-11 05:44:30.270270268,Gdańsk,Polska,Standard,199
K000633,Tomasz,Wiśniewski,user633@example.com,2022-12-11 18:50:05.405405404,Wrocław,Polska,Standard,199
K000634,Jan,Wójcik,user634@example.com,2022-12-12 07:55:40.540540540,Warszawa,Polska,Standard,198
K000635,Anna,Wójcik,user635@example.com,2022-12-12 21:01:15.675675676,Warszawa,Polska,Premium,198
K000636,Anna,Lewandowski,user636@example.com,2022-12-13 10:06:50.810810808,Gdańsk,Polska,Standard,197
K000637,Jan,Kowalski,user637@example.com,2022-12-13 23:12:25.945945944,Łódź,Polska,Premium,197
K000638,Michał,Lewandowski,user638@example.com,2022-12-14 12:18:01.081081080,Poznań,Polska,Standard,196
K000639,Anna,Lewandowski,user639@example.com,2022-12-15 01:23:36.216216216,Kraków,Polska,Standard,195
K000640,Magdalena,Wójcik,user640@example.com,2022-12-15 14:29:11.351351348,Poznań,Polska,Standard,195
K000641,Katarzyna,Wiśniewski,user641@example.com,2022-12-16 03:34:46.486486484,Wrocław,Polska,Standard,194
K000642,Katarzyna,Nowak,user642@example.com,2022-12-16 16:40:21.621621620,Kraków,Polska,Premium,194
K000643,Magdalena,Kowalski,user643@example.com,2022-12-17 05:45:56.756756756,Gdańsk,Polska,Standard,193
K000644,Jan,Wójcik,user644@example.com,2022-12-17 18:51:31.891891892,Gdańsk,Polska,Standard,193
K000645,Magdalena,Wiśniewski,user645@example.com,2022-12-18 07:57:07.027027024,Łódź,Polska,Standard,192
K000646,Tomasz,Kamiński,user646@example.com,2022-12-18 21:02:42.162162160,Kraków,Polska,Standard,192
K000647,Tomasz,Nowak,user647@example.com,2022-12-19 10:08:17.297297296,Warszawa,Polska,Standard,191
K000648,Jan,Nowak,user648@example.com,2022-12-19 23:13:52.432432432,Kraków,Polska,Standard,191
K000649,Magdalena,Wójcik,user649@example.com,2022-12-20 12:19:27.567567568,Wrocław,Polska,VIP,190
K000650,Tomasz,Dąbrowski,user650@example.com,2022-12-21 01:25:02.702702700,Warszawa,Polska,Standard,189
K000651,Michał,Kowalski,user651@example.com,2022-12-21 14:30:37.837837836,Szczecin,Polska,Premium,189
K000652,Magdalena,Nowak,user652@example.com,2022-12-22 03:36:12.972972972,Szczecin,Polska,Standard,188
K000653,Michał,Wójcik,user653@example.com,2022-12-22 16:41:48.108108108,Szczecin,Polska,Standard,188
K000654,Tomasz,Wójcik,user654@example.com,2022-12-23 05:47:23.243243240,Gdańsk,Polska,Standard,187
K000655,Katarzyna,Wiśniewski,user655@example.com,2022-12-23 18:52:58.378378376,Kraków,Polska,Standard,187
K000656,Tomasz,Kamiński,user656@example.com,2022-12-24 07:58:33.513513512,Szczecin,Polska,Standard,186
K000657,Michał,Dąbrowski,user657@example.com,2022-12-24 21:04:08.648648648,Poznań,Polska,Standard,186
K000658,Piotr,Kowalski,user658@example.com,2022-12-25 10:09:43.783783784,Łódź,Polska,Standard,185
K000659,Maria,Lewandowski,user659@example.com,2022-12-25 23:15:18.918918916,Poznań,Polska,Standard,185
K000660,Anna,Kamiński,user660@example.com,2022-12-26 12:20:54.054054052,Szczecin,Polska,Standard,184
K000661,Magdalena,Kamiński,user661@example.com,2022-12-27 01:26:29.189189188,Łódź,Polska,VIP,183
K000662,Piotr,Wiśniewski,user662@example.com,2022-12-27 14:32:04.324324324,Wrocław,Polska,Standard,183
K000663,Tomasz,Nowak,user663@example.com,2022-12-28 03:37:39.459459456,Poznań,Polska,Standard,182
K000664,Katarzyna,Nowak,user664@example.com,2022-12-28 16:43:14.594594592,Kraków,Polska,Standard,182
K000665,Jan,Wiśniewski,user665@example.com,2022-12-29 05:48:49.729729728,Kraków,Polska,Standard,181
K000666,Tomasz,Wójcik,user666@example.com,2022-12-29 18:54:24.864864864,Poznań,Polska,Standard,181
K000667,Katarzyna,Nowak,user667@example.com,2022-12-30 08:00:00.000000000,Szczecin,Polska,Standard,180
K000668,Maria,Dąbrowski,user668@example.com,2022-12-30 21:05:35.135135132,Kraków,Polska,Standard,180
K000669,Tomasz,Kowalski,user669@example.com,2022-12-31 10:11:10.270270268,Wrocław,Polska,Standard,179
K000670,Michał,Kamiński,user670@example.com,2022-12-31 23:16:45.405405404,Warszawa,Polska,Standard,179
K000671,Jan,Kamiński,user671@example.com,2023-01-01 12:22:20.540540540,Szczecin,Polska,Standard,178
K000672,Katarzyna,Dąbrowski,user672@example.com,2023-01-02 01:27:55.675675676,Wrocław,Polska,Standard,177
K000673,Katarzyna,Nowak,user673@example.com,2023-01-02 14:33:30.810810808,Łódź,Polska,Standard,177
K000674,Katarzyna,Kamiński,user674@example.com,2023-01-03 03:39:05.945945944,Wrocław,Polska,Standard,176
K000675,Maria,Lewandowski,user675@example.com,2023-01-03 16:44:41.081081080,Szczecin,Polska,Premium,176
K000676,Tomasz,Kowalski,user676@example.com,2023-01-04 05:50:16.216216216,Łódź,Polska,Standard,175
K000677,Maria,Kowalski,user677@example.com,2023-01-04 18:55:51.351351348,Szczecin,Polska,Standard,175
K000678,Magdalena,Kamiński,user678@example.com,2023-01-05 08:01:26.486486484,Kraków,Polska,Standard,174
K000679,Anna,Wiśniewski,user679@example.com,2023-01-05 21:07:01.621621620,Warszawa,Polska,VIP,174
K000680,Anna,Kamiński,user680@example.com,2023-01-06 10:12:36.756756756,Szczecin,Polska,Standard,173
K000681,Magdalena,Wiśniewski,user681@example.com,2023-01-06 23:18:11.891891892,Szczecin,Polska,Standard,173
K000682,Tomasz,Kamiński,user682@example.com,2023-01-07 12:23:47.027027024,Kraków,Polska,Standard,172
K000683,Michał,Lewandowski,user683@example.com,2023-01-08 01:29:22.162162160,Gdańsk,Polska,Standard,171
K000684,Maria,Wójcik,user684@example.com,2023-01-08 14:34:57.297297296,Kraków,Polska,Standard,171
K000685,Jan,Kowalski,user685@example.com,2023-01-09 03:40:32.432432432,Łódź,Polska,Standard,170
K000686,Katarzyna,Kamiński,user686@example.com,2023-01-09 16:46:07.567567564,Kraków,Polska,Premium,170
K000687,Katarzyna,Lewandowski,user687@example.com,2023-01-10 05:51:42.702702700,Kraków,Polska,Standard,169
K000688,Tomasz,Wiśniewski,user688@example.com,2023-01-10 18:57:17.837837836,Warszawa,Polska,Premium,169
K000689,Michał,Wiśniewski,user689@example.com,2023-01-11 08:02:52.972972972,Kraków,Polska,VIP,168
K000690,Anna,Kowalski,user690@example.com,2023-01-11 21:08:28.108108108,Szczecin,Polska,Standard,168
K000691,Anna,Dąbrowski,user691@example.com,2023-01-12 10:14:03.243243240,Warszawa,Polska,Standard,167
K000692,Katarzyna,Kamiński,user692@example.com,2023-01-12 23:19:38.378378376,Poznań,Polska,Standard,167
K000693,Tomasz,Nowak,user693@example.com,2023-01-13 12:25:13.513513512,Gdańsk,Polska,Standard,166
K000694,Maria,Wiśniewski,user694@example.com,2023-01-14 01:30:48.648648648,Warszawa,Polska,Standard,165
K000695,Anna,Wójcik,user695@example.com,2023-01-14 14:36:23.783783784,Łódź,Polska,VIP,165
K000696,Maria,Wójcik,user696@example.com,2023-01-15 03:41:58.918918916,Poznań,Polska,Premium,164
K000697,Michał,Wiśniewski,user697@example.com,2023-01-15 16:47:34.054054052,Warszawa,Polska,Standard,164
K000698,Anna,Dąbrowski,user698@example.com,2023-01-16 05:53:09.189189188,Warszawa,Polska,Standard,163
K000699,Anna,Dąbrowski,user699@example.com,2023-01-16 18:58:44.324324324,Gdańsk,Polska,Premium,163
K000700,Piotr,Lewandowski,user700@example.com,2023-01-17 08:04:19.459459456,Szczecin,Polska,VIP,162
K000701,Anna,Wójcik,user701@example.com,2023-01-17 21:09:54.594594592,Łódź,Polska,Premium,162
K000702,Magdalena,Lewandowski,user702@example.com,2023-01-18 10:15:29.729729728,Wrocław,Polska,Standard,161
K000703,Jan,Wójcik,user703@example.com,2023-01-18 23:21:04.864864864,Wrocław,Polska,Standard,161
K000704,Magdalena,Kamiński,user704@example.com,2023-01-19 12:26:40.000000000,Warszawa,Polska,Standard,160
K000705,Tomasz,Kamiński,user705@example.com,2023-01-20 01:32:15.135135132,Kraków,Polska,Standard,159
K000706,Tomasz,Nowak,user706@example.com,2023-01-20 14:37:50.270270268,Łódź,Polska,Standard,159
K000707,Maria,Kamiński,user707@example.com,2023-01-21 03:43:25.405405404,Poznań,Polska,Standard,158
K000708,Magdalena,Nowak,user708@example.com,2023-01-21 16:49:00.540540540,Kraków,Polska,Standard,158
K000709,Magdalena,Kamiński,user709@example.com,2023-01-22 05:54:35.675675676,Kraków,Polska,Standard,157
K000710,Magdalena,Kowalski,user710@example.com,2023-01-22 19:00:10.810810808,Łódź,Polska,Standard,157
K000711,Michał,Kamiński,user711@example.com,2023-01-23 08:05:45.945945944,Szczecin,Polska,Standard,156
K000712,Anna,Lewandowski,user712@example.com,2023-01-23 21:11:21.081081080,Warszawa,Polska,Standard,156
K000713,Jan,Wiśniewski,user713@example.com,2023-01-24 10:16:56.216216216,Warszawa,Polska,Standard,155
K000714,Maria,Lewandowski,user714@example.com,2023-01-24 23:22:31.351351348,Warszawa,Polska,Standard,155
K000715,Magdalena,Wiśniewski,user715@example.com,2023-01-25 12:28:06.486486484,Warszawa,Polska,Premium,154
K000716,Magdalena,Dąbrowski,user716@example.com,2023-01-26 01:33:41.621621620,Wrocław,Polska,Standard,153
K000717,Piotr,Lewandowski,user717@example.com,2023-01-26 14:39:16.756756756,Warszawa,Polska,Standard,153
K000718,Maria,Dąbrowski,user718@example.com,2023-01-27 03:44:51.891891892,Wrocław,Polska,Standard,152
K000719,Magdalena,Nowak,user719@example.com,2023-01-27 16:50:27.027027024,Wrocław,Polska,VIP,152
K000720,Maria,Nowak,user720@example.com,2023-01-28 05:56:02.162162160,Szczecin,Polska,Standard,151
K000721,Anna,Kowalski,user721@example.com,2023-01-28 19:01:37.297297296,Warszawa,Polska,Standard,151
K000722,Piotr,Kamiński,user722@example.com,2023-01-29 08:07:12.432432432,Gdańsk,Polska,Standard,150
K000723,Maria,Lewandowski,user723@example.com,2023-01-29 21:12:47.567567564,Poznań,Polska,Standard,150
K000724,Jan,Dąbrowski,user724@example.com,2023-01-30 10:18:22.702702700,Kraków,Polska,Standard,149
K000725,Jan,Wiśniewski,user725@example.com,2023-01-30 23:23:57.837837836,Wrocław,Polska,Standard,149
K000726,Tomasz,Nowak,user726@example.com,2023-01-31 12:29:32.972972972,Łódź,Polska,VIP,148
K000727,Piotr,Kamiński,user727@example.com,2023-02-01 01:35:08.108108108,Łódź,Polska,Standard,147
K000728,Piotr,Nowak,user728@example.com,2023-02-01 14:40:43.243243240,Poznań,Polska,Premium,147
K000729,Tomasz,Wiśniewski,user729@example.com,2023-02-02 03:46:18.378378376,Łódź,Polska,Premium,146
K000730,Maria,Kamiński,user730@example.com,2023-02-02 16:51:53.513513512,Gdańsk,Polska,Standard,146
K000731,Piotr,Kamiński,user731@example.com,2023-02-03 05:57:28.648648648,Łódź,Polska,VIP,145
K000732,Jan,Dąbrowski,user732@example.com,2023-02-03 19:03:03.783783784,Kraków,Polska,Standard,145
K000733,Jan,Dąbrowski,user733@example.com,2023-02-04 08:08:38.918918916,Kraków,Polska,Standard,144
K000734,Magdalena,Lewandowski,user734@example.com,2023-02-04 21:14:14.054054052,Wrocław,Polska,Standard,144
K000735,Anna,Lewandowski,user735@example.com,2023-02-05 10:19:49.189189188,Warszawa,Polska,Standard,143
K000736,Piotr,Wójcik,user736@example.com,2023-02-05 23:25:24.324324324,Szczecin,Polska,Standard,143
K000737,Maria,Wójcik,user737@example.com,2023-02-06 12:30:59.459459456,Gdańsk,Polska,Standard,142
K000738,Tomasz,Kowalski,user738@example.com,2023-02-07 01:36:34.594594592,Wrocław,Polska,Standard,141
K000739,Tomasz,Nowak,user739@example.com,2023-02-07 14:42:09.729729728,Gdańsk,Polska,Standard,141
K000740,Maria,Lewandowski,user740@example.com,2023-02-08 03:47:44.864864864,Warszawa,Polska,Standard,140
K000741,Michał,Dąbrowski,user741@example.com,2023-02-08 16:53:20.000000000,Łódź,Polska,Standard,140
K000742,Katarzyna,Wiśniewski,user742@example.com,2023-02-09 05:58:55.135135132,Łódź,Polska,Standard,139
K000743,Anna,Dąbrowski,user743@example.com,2023-02-09 19:04:30.270270268,Szczecin,Polska,Standard,139
K000744,Tomasz,Nowak,user744@example.com,2023-02-10 08:10:05.405405404,Warszawa,Polska,Premium,138
K000745,Piotr,Wójcik,user745@example.com,2023-02-10 21:15:40.540540540,Wrocław,Polska,Standard,138
K000746,Anna,Dąbrowski,user746@example.com,2023-02-11 10:21:15.675675672,Szczecin,Polska,Premium,137
K000747,Piotr,Kowalski,user747@example.com,2023-02-11 23:26:50.810810808,Warszawa,Polska,Standard,137
K000748,Michał,Nowak,user748@example.com,2023-02-12 12:32:25.945945944,Poznań,Polska,Standard,136
K000749,Jan,Wójcik,user749@example.com,2023-02-13 01:38:01.081081080,Kraków,Polska,Standard,135
K000750,Anna,Wiśniewski,user750@example.com,2023-02-13 14:43:36.216216216,Szczecin,Polska,Standard,135
K000751,Magdalena,Wójcik,user751@example.com,2023-02-14 03:49:11.351351348,Szczecin,Polska,Standard,134
K000752,Tomasz,Kamiński,user752@example.com,2023-02-14 16:54:46.486486484,Wrocław,Polska,Premium,134
K000753,Anna,Kowalski,user753@example.com,2023-02-15 06:00:21.621621620,Gdańsk,Polska,Standard,133
K000754,Anna,Nowak,user754@example.com,2023-02-15 19:05:56.756756756,Poznań,Polska,Premium,133
K000755,Anna,Wiśniewski,user755@example.com,2023-02-16 08:11:31.891891892,Wrocław,Polska,Premium,132
K000756,Katarzyna,Kowalski,user756@example.com,2023-02-16 21:17:07.027027024,Warszawa,Polska,Premium,132
